"TERRY, Henry John",FRA
"TOMALIN, P.H.",FRA
AUMOITTE,FRA
JOHIN,FRA
WAYDELICH,FRA
AUMOITTE,FRA
JOHIN,FRA
SAUTREAU,FRA
WAYDELICH,FRA
VIGNEROT,FRA
"DAUMAIN, .....",FRA
"BASTIEN, Louis",FRA
"HILDEBRAND, Louis",FRA
"LAKE, John Henry",USA
"TAILLANDIER, Georges",FRA
"SANZ, Fernand",FRA
"VAN DE POELE, Georges",BEL
"GARDERES, Dominique Maximien",FRA
"TRISSINO, Gian Giorgio",ITA
"DE CHAMPSAVIN, Louis",FRA
"HAEGEMAN, AimÇ¸",BEL
"VAN DE POELE, Georges",BEL
DE BELLEGARDE,FRA
"VAN LANGHENDONCK, Constant",BEL
"TRISSINO, Gian Giorgio",ITA
"SEE, LÇ¸on",FRA
"FONST, Ramon",CUB
"PERREE, Louis",FRA
"SEE, LÇ¸on",FRA
"AYAT, Albert",FRA
"FONST, Ramon",CUB
"LAURENT, Henri",FRA
"AYAT, Albert",FRA
"BOUGNOL, Emile",FRA
"BOULENGER, Marcel Jacques",FRA
"COSTE, Emile",FRA
"MASSON, Henri",FRA
"MIMIAGUE, Jean-Baptiste",FRA
"MERIGNAC, Lucien",FRA
"KIRCHHOFFER, Alphonse",FRA
"FLESCH, Siegfried",AUT
"DE LA FALAISE, Georges",FRA
"THIEBAUT, LÇ¸on",FRA
"NERALIC, Milan",AUT
"CONTE, Antonio",ITA
"SANTELLI, Italo",ITA
"DELBECQUE, Albert",BEL
"KELECOM, R.",BEL
"LEBOUTTE, Marcel",BEL
LONDOT,BEL
"MOREAU, Ernest",BEL
"NEEFS, E.",BEL
"PELGRIMS, Georges",BEL
"RENIER, Alphonse",BEL
"SPANNOGHE, E.",BEL
"THORNTON, Erich",BEL
VAN HEUCKELUM,BEL
"BUCKENHAM, Claude Percy",GBR
"BURRIDGE, T.E.",GBR
"CHALK, Alfred Ernest",GBR
"GROSLING, William Sullivan",GBR
"HASLAM, A.",GBR
"JONES, J.H.",GBR
"NICHOLAS, J.",GBR
"QUASH, William Francis",GBR
"SPACKMAN, F.G.",GBR
"TURNER, R.R.",GBR
"ZEALLEY, James Edward",GBR
"ALLEMANE, Pierre",FRA
BACH,FRA
"BLOCH, Jean",FRA
"CANELLE, Fernand",FRA
DUPARC,FRA
FRAYSSE,FRA
GAILLARD,FRA
"GARNIER, RenÇ¸",FRA
GRANDJEAN,FRA
HUTEAU,FRA
LAMBERT,FRA
MACAIRE,FRA
PELTIER,FRA
"ROBERTSON, David Donaldson",GBR
"SANDS, Charles Edward",USA
"RUTHERFORD, Walter",GBR
"PRATT, Daria",USA
"ABBOTT, Margaret Ives",USA
"WHITTIER, Pauline",USA
"DEMANET, Lucien",FRA
"SANDRAS, Gustave",FRA
"BAS, NoÇ®l",FRA
"BOUSSOD, Jean",ZZX
"DUC DE BISACCIA, Louis",ZZX
"FAUQUET LEMAITRE, A.",ZZX
"RAOUL-DUVAL, Maurice",ZZX
"DALY, Dennis",ZZX
"KEENE, Foxhall Parker",ZZX
"MACKEY, Frank Jay",ZZX
"RAWLINSON, Alfred",ZZX
"BUCKMASTER, Walter Selby",ZZX
"COMTE DE MADRE, JosÇ¸ Pierre M.J.",ZZX
"FREAKE, Frederick Maitland",ZZX
"MCCREERY, Walter Adolph",ZZX
"BRANDT, Francois Antoine",NED
"BROCKMANN, Hermanus Gerardus",NED
"KLEIN, Roelof",NED
"LEEGSTRA, Ruud Gerbens",NED
"MIDDELBERG, Walter",NED
"OFFERHAUS, Hendrik Karel",NED
"THIJSSEN, Walter",NED
"TROMP, Henricus",NED
"VAN DIJK, Johannes Wilhelmus Maria",NED
"ABELL, Louis",USA
"CARR, William",USA
"DEBAECKE, Harry",USA
"EXLEY, John",USA
"GEIGER, John",USA
"HEDLEY, Edward",USA
"JUVENAL, James",USA
"LOCKWOOD, Roscoe",USA
"MARSH, Edward",USA
"BRUGGEMAN, ProspÇùre",BEL
"DE BISSCHOP, Jules",BEL
"DE COCK, Oscar",BEL
